-7.169,-3.95,-2.914,-2.169,-1.807,-1.217,-1.062,-0.824,-0.617,2.396,1.474,0.895,0.605,0.45,0.325,0.222,0.243,0.087
-7.055,-4.094,-2.914,-2.19,-1.755,-1.196,-0.958,-0.668,-0.575,2.313,1.319,0.76,0.532,0.532,0.387,0.398,0.005,-0.016
-7.117,-3.805,-2.904,-2.262,-1.683,-1.331,-0.824,-0.772,-0.399,2.313,1.474,0.802,0.532,0.315,0.47,0.149,0.212,0.201
-7.034,-3.743,-2.925,-2.304,-1.652,-1.217,-1.062,-0.917,-0.523,2.24,1.423,0.905,0.605,0.387,0.263,0.222,0.253,0.087
-7.096,-3.794,-2.914,-2.262,-1.621,-1.445,-1.176,-0.844,-0.668,2.292,1.412,0.802,0.543,0.408,0.377,0.129,0.118,0.067
-7.096,-3.815,-2.894,-2.345,-1.714,-1.269,-0.937,-0.834,-0.565,2.323,1.381,0.822,0.439,0.387,0.346,0.274,0.015,-0.016
-6.993,-3.846,-2.894,-2.221,-1.652,-1.383,-0.927,-0.834,-0.523,2.333,1.35,0.791,0.574,0.284,0.243,0.16,0.118,0.056
-7.148,-3.898,-2.873,-2.2,-1.745,-1.341,-0.968,-0.689,-0.492,2.302,1.464,0.864,0.553,0.481,0.325,0.222,0.17,0.149
-7.045,-4.032,-2.873,-2.19,-1.807,-1.269,-1.01,-0.917,-0.492,2.333,1.34,0.833,0.45,0.398,0.398,0.098,0.056,0.067
-7.107,-3.939,-2.863,-2.18,-1.838,-1.341,-1.155,-0.772,-0.617,2.261,1.454,0.884,0.563,0.336,0.294,0.284,0.118,0.005
-7.034,-3.887,-2.842,-2.18,-1.807,-1.331,-1.051,-0.834,-0.596,2.365,1.599,0.781,0.574,0.429,0.17,0.274,0.201,0.077
-7.189,-3.763,-2.832,-2.128,-1.755,-1.445,-1.051,-0.803,-0.554,2.302,1.267,0.843,0.439,0.367,0.429,0.243,0.243,0.098
-7.013,-3.929,-2.842,-2.117,-1.766,-1.331,-0.741,-0.741,-0.523,2.344,1.619,0.895,0.532,0.325,0.367,0.284,0.046,-0.006
-7.293,-3.805,-2.811,-2.086,-1.672,-1.258,-1.031,-0.699,-0.503,2.23,1.402,0.739,0.574,0.532,0.46,0.067,0.232,0.005
-7.045,-3.836,-2.811,-2.097,-1.703,-1.31,-0.958,-0.72,-0.648,2.354,1.599,0.864,0.439,0.387,0.398,0.232,0.16,0.056
-7.21,-3.856,-2.811,-1.9,-1.559,-1.248,-1.196,-0.751,-0.534,2.251,1.485,0.926,0.657,0.367,0.377,0.201,0.025,-0.016
-7.065,-3.95,-2.883,-2.107,-1.662,-1.331,-1.062,-0.813,-0.554,2.354,1.381,0.905,0.563,0.419,0.284,0.201,0.17,-0.047
-7.169,-3.939,-2.801,-2.128,-1.652,-1.248,-1.051,-0.741,-0.451,2.24,1.505,0.802,0.47,0.501,0.336,0.222,0.149,0.015
-7.117,-3.919,-2.79,-2.18,-1.817,-1.403,-0.917,-0.813,-0.544,2.406,1.423,0.895,0.491,0.294,0.408,0.232,0.098,0.212
