-1.6,-1.621,-1.724,-1.652,-1.766,-1.807,-1.776,-1.952,-1.745,2.323,1.433,0.822,0.595,0.263,0.243,0.17,0.067,-0.006
-1.786,-1.662,-1.693,-1.703,-1.755,-1.848,-1.776,-1.807,-1.662,2.365,1.443,0.843,0.47,0.367,0.201,0.139,0.046,-0.089
-1.797,-1.786,-1.662,-1.776,-1.755,-1.786,-1.662,-2.004,-1.652,2.344,1.733,0.895,0.512,0.408,0.129,0.036,-0.058,-0.182
-1.786,-1.786,-1.766,-1.952,-1.786,-1.807,-1.838,-2.055,-1.641,2.344,1.505,0.822,0.595,0.274,0.222,0.139,-0.109,-0.12
-1.734,-1.755,-1.724,-1.817,-1.776,-1.807,-1.931,-2.097,-1.662,2.344,1.63,0.895,0.512,0.305,0.232,0.149,0.108,-0.099
-1.714,-1.693,-1.755,-1.776,-1.776,-1.931,-1.91,-2.055,-1.797,2.365,1.433,0.853,0.481,0.377,0.108,0.067,0.201,-0.089
-1.662,-1.734,-1.848,-1.734,-1.859,-1.848,-1.962,-1.983,-1.838,2.344,1.568,0.615,0.584,0.346,0.17,0.087,0.129,-0.192
-1.693,-1.61,-1.828,-1.734,-1.879,-1.9,-2.128,-1.962,-1.807,2.354,1.557,0.843,0.512,0.263,0.253,0.16,-0.037,-0.192
-1.828,-1.6,-1.786,-1.838,-1.848,-1.941,-1.848,-1.973,-1.683,2.354,1.526,0.864,0.491,0.367,0.16,0.139,0.077,-0.151
-1.672,-1.621,-1.786,-1.693,-1.828,-1.921,-1.797,-1.921,-1.807,2.313,1.661,0.77,0.595,0.615,0.129,0.015,0.129,-0.099
-1.745,-1.672,-1.693,-1.703,-1.786,-1.931,-1.848,-1.879,-1.538,2.375,1.557,0.874,0.532,0.419,0.253,0.118,-0.12,-0.182
-1.724,-1.672,-1.693,-1.724,-1.776,-1.879,-1.786,-1.89,-1.734,2.54,1.609,0.895,0.47,0.325,0.253,0.191,0.129,-0.213
-1.828,-1.693,-1.683,-1.755,-1.734,-1.745,-1.766,-1.652,-1.683,2.365,1.599,0.864,0.584,0.398,0.129,0.098,0.16,-0.089
-1.828,-1.734,-1.662,-1.776,-1.724,-1.786,-1.766,-1.941,-1.652,2.302,1.536,0.926,0.553,0.325,0.16,0.056,0.087,-0.089
-1.745,-1.693,-1.652,-1.838,-1.714,-1.807,-1.828,-1.91,-1.703,2.416,1.64,0.977,0.45,0.18,0.253,0.16,-0.099,-0.171
-1.776,-1.683,-1.714,-1.848,-1.755,-1.724,-1.817,-1.941,-1.786,2.354,1.599,0.626,0.563,0.408,0.222,0.16,0.118,-0.192
-1.6,-1.538,-1.755,-1.797,-1.807,-1.807,-1.869,-1.941,-1.724,2.354,1.888,0.874,0.553,0.367,0.118,0.056,0.046,-0.068
-1.734,-1.683,-1.9,-1.755,-1.807,-1.89,-1.91,-1.993,-1.693,2.261,1.557,0.874,0.553,0.243,0.212,0.067,-0.047,-0.13
-1.693,-1.559,-1.869,-1.755,-1.89,-1.879,-1.941,-2.014,-1.766,2.344,1.578,0.77,0.532,0.367,0.253,0.17,-0.058,-0.171
-1.61,-1.61,-1.848,-1.724,-1.869,-1.9,-1.9,-1.952,-1.828,2.271,1.692,0.812,0.584,0.408,0.139,0.087,0.056,-0.171
-1.693,-1.548,-1.786,-1.693,-1.848,-2.024,-1.859,-1.952,-1.766,2.354,1.474,1.112,0.47,0.501,0.16,0.036,-0.006,-0.13
-1.703,-1.672,-1.776,-1.714,-1.838,-1.89,-1.776,-1.973,-1.703,2.271,1.64,0.822,0.532,0.367,0.243,0.129,-0.12,0.087
-1.786,-1.766,-1.838,-1.724,-1.766,-1.869,-1.838,-1.89,-1.662,2.375,1.526,0.843,0.584,0.408,0.222,0.191,-0.006,-0.182
-1.817,-1.734,-1.745,-1.766,-1.859,-1.879,-1.745,-1.859,-1.61,2.23,1.702,1.029,0.491,0.325,0.087,0.108,0.129,-0.171
-1.797,-1.434,-1.734,-1.797,-1.703,-1.817,-1.869,-1.838,-1.652,2.375,1.578,0.822,0.501,0.305,0.212,0.077,0.025,-0.161
-1.745,-1.641,-1.734,-1.848,-1.755,-1.817,-1.859,-1.859,-1.61,2.251,1.516,0.926,0.46,0.408,0.232,0.232,-0.078,-0.078
-1.693,-1.579,-1.797,-1.631,-1.766,-1.828,-1.745,-1.869,-1.641,2.344,1.65,0.812,0.532,0.377,0.149,0.18,0.015,-0.192
-1.403,-1.538,-1.817,-1.848,-1.786,-1.693,-1.879,-1.931,-1.652,2.24,1.568,0.812,0.481,0.305,0.149,0.056,0.056,-0.192
-1.672,-1.683,-1.848,-1.807,-1.838,-1.869,-1.9,-1.921,-1.745,2.375,1.64,0.884,0.584,0.398,0.222,0.108,0.056,-0.254
-1.621,-1.621,-1.745,-1.766,-1.869,-1.89,-1.941,-1.993,-1.755,2.22,1.516,0.853,0.543,0.408,0.222,0.18,-0.151,-0.109
-1.403,-1.61,-1.631,-1.745,-1.91,-1.9,-1.931,-1.973,-1.797,2.375,1.671,0.812,0.46,0.501,-0.006,0.118,0.015,-0.192
-1.621,-1.672,-1.921,-1.714,-1.91,-1.931,-1.931,-2.004,-1.724,2.271,1.619,0.76,0.553,0.356,0.201,0.056,0.098,-0.182
-1.807,-1.714,-1.797,-1.724,-1.89,-1.869,-1.869,-2.138,-1.496,2.375,1.433,0.843,0.553,0.429,0.243,0.16,-0.047,-0.171
-1.59,-1.828,-1.724,-1.734,-1.838,-1.931,-1.807,-2.014,-1.776,2.24,1.578,0.802,0.45,0.336,0.149,0.18,-0.006,0.056
-1.579,-1.641,-1.755,-1.755,-1.724,-1.879,-1.828,-2.107,-1.61,2.313,1.516,1.009,0.563,0.346,0.149,0.067,0.108,-0.192
-1.745,-1.683,-1.745,-1.776,-1.755,-1.817,-1.766,-1.941,-1.59,2.251,1.65,0.75,0.605,0.408,0.325,0.098,0.056,-0.151
-1.652,-1.6,-1.817,-1.838,-1.807,-1.807,-1.797,-1.973,-1.693,2.365,1.599,0.843,0.325,0.377,0.232,0.17,0.005,-0.078
-1.6,-1.496,-1.734,-1.755,-1.734,-1.766,-1.807,-1.869,-1.683,2.271,1.547,0.884,0.522,0.284,0.098,0.149,0.077,-0.089
-1.559,-1.559,-1.766,-1.817,-1.776,-1.766,-1.755,-1.9,-1.9,2.313,1.588,0.781,0.584,0.377,0.212,0.036,0.129,-0.151
-1.621,-1.455,-1.828,-1.797,-1.797,-1.766,-1.807,-1.869,-1.517,2.261,1.485,0.895,0.553,0.377,0.274,0.129,-0.089,-0.192
-1.569,-1.559,-1.838,-1.776,-1.838,-1.766,-1.941,-1.859,-1.89,2.344,1.671,0.822,0.501,0.274,0.18,0.17,-0.027,-0.13
-1.579,-1.641,-1.848,-1.724,-1.879,-1.848,-1.89,-1.91,-1.672,2.271,1.64,0.791,0.584,0.367,0.149,0.077,0.036,-0.213
-1.559,-1.672,-1.859,-1.693,-1.921,-1.828,-1.941,-1.91,-1.641,2.344,1.578,0.946,0.501,0.387,0.212,0.056,0.005,-0.265
-1.662,-1.672,-1.797,-1.703,-1.941,-1.9,-1.838,-1.973,-1.527,2.292,1.588,0.874,0.491,0.315,0.243,0.17,0.005,-0.192
