-6.434,-3.556,-2.78,-2.076,-1.766,-1.393,-1.051,-0.72,-0.451,2.313,1.412,0.708,0.563,0.501,0.512,0.398,0.408,0.305
-6.361,-3.432,-2.759,-2.055,-1.776,-1.383,-1.0,-0.741,-0.389,2.354,1.278,0.926,0.636,0.605,0.501,0.439,0.294,0.377
-6.527,-3.525,-2.78,-2.014,-1.631,-1.269,-0.979,-0.824,-0.575,2.323,1.568,0.812,0.657,0.646,0.398,0.47,0.387,0.356
-6.382,-3.473,-2.79,-1.941,-1.631,-1.331,-1.041,-0.844,-0.596,2.251,1.402,0.812,0.584,0.512,0.532,0.274,0.419,0.325
-6.423,-3.422,-2.79,-2.055,-1.652,-1.207,-1.062,-0.782,-0.472,2.302,1.381,0.946,0.698,0.657,0.46,0.408,0.294,0.387
-6.475,-3.37,-2.77,-1.993,-1.631,-1.372,-1.062,-0.73,-0.503,2.22,1.568,0.657,0.76,0.574,0.419,0.491,0.305,0.47
-6.361,-3.318,-2.728,-2.045,-1.59,-1.403,-1.031,-0.73,-0.472,2.344,1.329,0.905,0.574,0.522,0.667,0.243,0.501,0.243
-6.372,-3.349,-2.801,-2.086,-1.714,-1.383,-0.948,-0.834,-0.586,2.24,1.516,0.905,0.615,0.512,0.563,0.429,0.346,0.377
-6.372,-3.37,-2.904,-2.097,-1.817,-1.341,-1.155,-0.875,-0.513,2.344,1.423,0.657,0.698,0.708,0.439,0.439,0.232,0.367
-6.392,-3.308,-2.728,-2.149,-1.693,-1.31,-1.0,-0.824,-0.492,2.22,1.34,0.76,0.595,0.491,0.501,0.419,0.429,0.336
-6.506,-3.473,-2.842,-2.138,-1.714,-1.331,-1.144,-0.761,-0.637,2.344,1.485,0.812,0.915,0.563,0.543,0.439,0.408,0.294
-6.372,-3.401,-2.821,-2.283,-1.672,-1.3,-1.02,-0.73,-0.14,2.209,1.288,0.781,0.708,0.646,0.46,0.439,0.17,0.336
-6.486,-3.411,-2.935,-2.211,-1.61,-1.3,-1.155,-0.761,-0.554,2.333,1.443,0.802,0.626,0.698,0.46,0.439,0.408,0.356
-6.413,-3.463,-2.811,-2.149,-1.621,-1.331,-0.968,-0.844,-0.544,2.23,1.588,0.936,0.853,0.657,0.522,0.45,0.481,0.398
-6.413,-3.504,-2.801,-2.211,-1.631,-1.424,-0.968,-0.73,-0.482,2.333,1.371,0.967,0.667,0.657,0.387,0.481,0.253,0.336
-6.517,-3.484,-2.842,-2.159,-1.631,-1.362,-1.041,-0.782,-0.492,2.189,1.288,0.936,0.626,0.522,0.398,0.501,0.398,0.45
-6.372,-3.391,-2.77,-2.117,-1.776,-1.351,-1.176,-0.72,-0.441,2.333,1.474,0.874,0.615,0.491,0.512,0.356,0.419,0.439
-6.465,-3.36,-2.832,-2.107,-1.766,-1.279,-1.072,-0.782,-0.668,2.199,1.557,0.833,0.626,0.636,0.584,0.429,0.356,0.356
-6.413,-3.38,-2.832,-2.128,-1.745,-1.217,-0.979,-0.772,-0.534,2.333,1.392,1.019,0.605,0.605,0.45,0.46,0.336,0.419
-6.351,-3.37,-2.852,-1.952,-1.734,-1.248,-1.01,-0.844,-0.534,2.168,1.309,0.853,0.584,0.522,0.522,0.325,0.439,0.398
-6.517,-3.37,-2.852,-2.18,-1.693,-1.3,-0.979,-0.772,-0.461,2.323,1.423,1.122,0.915,0.646,0.553,0.481,0.398,0.274
-6.372,-3.38,-2.842,-2.014,-1.703,-1.393,-1.0,-0.73,-0.565,2.251,1.34,0.915,0.543,0.584,0.325,0.501,0.315,0.346
-6.299,-3.36,-2.842,-1.993,-1.621,-1.434,-1.082,-0.71,-0.586,2.302,1.34,0.946,0.574,0.543,0.429,0.274,0.46,0.356
-6.517,-3.38,-2.883,-1.931,-1.621,-1.496,-0.979,-0.73,-0.523,2.251,1.433,0.915,0.688,0.719,0.532,0.408,0.429,0.284
-6.372,-3.442,-2.811,-2.076,-1.641,-1.341,-1.051,-0.834,-0.492,2.458,1.34,1.153,0.605,0.657,0.419,0.491,0.294,0.398
-6.506,-3.287,-2.935,-1.962,-1.652,-1.217,-0.917,-0.72,-0.523,2.189,1.443,0.853,0.553,0.605,0.595,0.346,0.408,0.419
-6.372,-3.453,-2.78,-2.066,-1.641,-1.31,-1.0,-0.73,-0.637,2.292,1.205,0.915,0.657,0.605,0.553,0.387,0.45,0.284
-6.423,-3.422,-2.79,-2.117,-1.662,-1.217,-1.01,-0.648,-0.554,2.282,1.495,0.884,0.636,0.677,0.46,0.419,0.325,0.294
-6.465,-3.546,-2.852,-2.149,-1.714,-1.362,-1.051,-0.751,-0.554,2.251,1.443,0.812,0.553,0.512,0.481,0.429,0.346,0.398
-6.361,-3.463,-2.801,-2.159,-1.766,-1.569,-1.103,-0.834,-0.492,2.499,1.298,0.884,0.698,0.688,0.543,0.387,0.439,0.346
-6.506,-3.411,-2.914,-2.221,-1.714,-1.403,-1.041,-0.803,-0.534,2.375,1.402,0.895,0.636,0.657,0.481,0.45,0.377,0.336
-6.392,-3.515,-2.873,-2.18,-1.683,-1.414,-1.02,-0.741,-0.586,2.323,1.36,0.843,0.543,0.501,0.553,0.615,0.325,0.429
-6.413,-3.432,-2.821,-2.149,-1.641,-1.372,-0.927,-0.523,-0.565,2.271,1.392,0.977,0.626,0.605,0.543,0.367,0.419,0.419
-6.506,-3.36,-2.842,-2.169,-1.641,-1.248,-1.01,-0.699,-0.482,2.302,1.381,0.874,0.677,0.791,0.522,0.387,0.408,0.274
-6.382,-3.36,-2.707,-2.107,-1.621,-1.238,-1.072,-0.834,-0.472,2.251,1.36,0.967,0.512,0.429,0.419,0.501,0.284,0.367
-6.475,-3.38,-2.79,-2.055,-1.641,-1.372,-1.134,-0.741,-0.586,2.313,1.526,0.967,0.657,0.595,0.512,0.387,0.398,0.553
-6.372,-3.38,-2.832,-2.086,-1.662,-1.341,-1.062,-0.761,-0.627,2.24,1.309,1.091,0.657,0.595,0.543,0.387,0.336,0.294
-6.392,-3.401,-2.78,-2.045,-1.724,-1.434,-1.02,-0.71,-0.544,2.302,1.464,0.915,0.522,0.667,0.419,0.47,0.305,0.387
-6.517,-3.442,-2.759,-2.045,-1.745,-1.383,-0.979,-0.658,-0.472,2.209,1.36,0.781,0.646,0.512,0.522,0.429,0.346,0.408
-6.341,-3.473,-2.79,-2.169,-1.766,-1.103,-0.989,-0.782,-0.368,2.354,1.402,0.791,0.667,0.657,0.553,0.294,0.47,0.232
-6.434,-3.494,-2.749,-1.973,-1.724,-1.269,-1.031,-0.875,-0.596,2.251,1.423,0.874,0.532,0.574,0.439,0.491,0.387,0.346
-6.434,-3.515,-2.739,-2.066,-1.693,-1.362,-1.113,-0.772,-0.586,2.323,1.412,0.864,0.791,0.512,0.491,0.439,0.315,0.398
-6.392,-3.463,-2.739,-2.024,-1.662,-1.465,-1.072,-0.782,-0.534,2.22,1.536,0.833,0.698,0.615,0.543,0.356,0.429,0.419
-6.537,-3.411,-2.749,-2.107,-1.631,-1.227,-1.01,-0.689,-0.461,2.344,1.412,0.988,0.553,0.512,0.45,0.522,0.398,0.284
-6.403,-3.391,-2.801,-2.097,-1.714,-1.32,-0.989,-0.648,-0.534,2.209,1.423,1.029,0.636,0.543,0.532,0.47,0.294,0.429
-6.548,-3.432,-2.801,-2.107,-1.641,-1.424,-1.0,-0.834,-0.648,2.209,1.485,0.853,0.688,0.615,0.543,0.387,0.408,0.377
-6.455,-3.36,-2.77,-2.18,-1.652,-1.393,-1.041,-0.844,-0.586,2.22,1.505,0.967,0.781,0.595,0.46,0.481,0.45,0.325
-6.403,-3.329,-2.718,-2.19,-1.683,-1.331,-1.103,-0.72,-0.368,2.416,1.547,1.009,0.636,0.522,0.439,0.501,0.315,0.336
-6.517,-3.38,-2.739,-2.211,-1.745,-1.289,-1.082,-0.761,-0.42,2.189,1.423,0.822,0.688,0.646,0.522,0.284,0.377,0.398
-6.392,-3.401,-2.728,-2.086,-1.755,-1.331,-1.0,-0.761,-0.554,2.313,1.474,0.926,0.563,0.626,0.522,0.429,0.667,0.377
-6.434,-3.525,-2.718,-2.159,-1.734,-1.207,-0.968,-0.855,-0.606,2.313,1.474,0.998,0.646,0.553,0.346,0.47,0.377,0.294
-6.465,-3.453,-2.801,-2.128,-1.631,-1.414,-0.989,-0.844,-0.523,2.333,1.423,0.739,0.657,0.626,0.532,0.512,0.356,0.419
-6.33,-3.453,-2.78,-2.117,-1.662,-1.465,-1.0,-0.72,-0.492,2.085,1.443,0.874,0.532,0.512,0.512,0.356,0.356,0.45
-6.455,-3.504,-2.707,-2.086,-1.621,-1.403,-1.113,-0.761,-0.492,2.406,1.454,0.843,0.636,0.419,0.419,0.429,0.636,0.253
-6.548,-3.494,-2.645,-2.086,-1.61,-1.331,-1.082,-0.658,-0.544,2.251,1.526,0.781,0.688,0.605,0.501,0.45,0.325,0.356
-6.413,-3.473,-2.718,-2.055,-1.631,-1.289,-1.02,-0.782,-0.648,2.385,1.381,0.936,0.698,0.615,0.532,0.346,0.387,0.439
-6.455,-3.422,-2.707,-2.066,-1.652,-1.258,-0.968,-0.844,-0.575,2.261,1.433,0.822,0.605,0.501,0.429,0.356,0.419,0.336
-6.392,-3.38,-2.697,-2.149,-1.672,-1.279,-0.979,-0.761,-0.503,2.323,1.433,0.874,0.698,0.595,0.47,0.584,0.315,0.346
-6.486,-3.37,-2.718,-1.993,-1.745,-1.393,-1.031,-0.824,-0.523,2.271,1.247,1.05,0.615,0.615,0.543,0.356,0.377,0.398
-6.403,-3.36,-2.707,-2.014,-1.745,-1.362,-1.0,-0.71,-0.617,2.344,1.536,0.884,0.605,0.46,0.47,0.429,0.646,0.356
-6.33,-3.36,-2.697,-2.086,-1.734,-1.238,-1.093,-0.741,-0.565,2.313,1.557,0.895,0.636,0.615,0.46,0.47,0.398,0.294
-6.517,-3.422,-2.697,-2.066,-1.672,-1.351,-1.031,-0.979,-0.513,2.168,1.402,0.946,0.481,0.626,0.563,0.408,0.336,0.377
-6.434,-3.38,-2.728,-2.117,-1.662,-1.32,-1.041,-0.679,-0.482,2.292,1.526,0.884,0.553,0.543,0.501,0.387,0.419,0.688
-6.496,-3.432,-2.676,-2.117,-1.621,-1.3,-0.968,-0.782,-0.606,2.302,1.371,0.802,0.646,0.574,0.419,0.501,0.398,0.294
-6.444,-3.463,-2.645,-2.117,-1.59,-1.238,-1.0,-0.751,-0.596,2.302,1.495,0.739,0.615,0.646,0.543,0.491,0.263,0.387
-6.475,-3.473,-2.666,-2.169,-1.61,-1.279,-1.093,-0.751,-0.523,2.282,1.495,0.822,0.574,0.522,0.522,0.367,0.387,0.387
-6.517,-3.525,-2.697,-2.2,-1.734,-1.3,-0.875,-0.824,-0.42,2.271,1.433,0.76,0.677,0.584,0.419,0.47,0.429,0.201
