-1.424,-1.434,-1.217,-0.979,-0.865,-0.658,-0.648,-0.461,-0.275,0.605,-0.182,-0.378,-0.14,-0.441,-0.275,-0.223,-0.109,0.087
-1.424,-1.393,-1.051,-1.0,-0.906,-0.751,-0.648,-0.554,-0.161,0.708,-0.12,-0.275,-0.389,-0.368,-0.265,-0.182,-0.047,-0.12
-1.383,-1.445,-1.32,-1.02,-0.824,-0.648,-0.554,-0.441,-0.254,0.729,0.025,-0.171,-0.306,-0.285,-0.244,-0.213,-0.213,0.087
-1.351,-1.465,-1.279,-1.227,-0.782,-0.689,-0.544,-0.43,-0.234,0.698,-0.058,-0.285,-0.223,-0.234,-0.151,-0.027,-0.089,0.118
-1.196,-1.527,-1.331,-1.155,-0.927,-0.689,-0.617,-0.399,-0.171,0.739,-0.151,-0.337,-0.254,-0.285,-0.161,-0.006,-0.006,0.046
-1.289,-1.527,-1.269,-0.917,-0.865,-0.668,-0.648,-0.534,-0.192,0.698,-0.068,-0.275,-0.337,-0.296,-0.275,-0.13,-0.068,0.005
-1.331,-1.393,-1.238,-1.134,-0.937,-0.782,-0.71,-0.347,-0.254,0.605,-0.047,-0.203,-0.316,-0.337,-0.244,-0.203,-0.203,-0.047
-1.383,-1.434,-1.144,-0.989,-0.875,-0.751,-0.554,-0.565,-0.265,0.739,0.036,-0.203,-0.244,-0.203,-0.068,-0.099,-0.089,0.087
-1.434,-1.476,-1.207,-0.979,-0.761,-0.658,-0.482,-0.534,-0.244,0.739,-0.151,-0.213,-0.234,-0.254,-0.12,-0.182,0.056,-0.047
-1.434,-1.424,-1.248,-1.051,-0.772,-0.699,-0.617,-0.451,-0.12,0.595,-0.058,-0.306,-0.316,-0.265,-0.254,-0.171,-0.058,0.046
-1.362,-1.414,-1.269,-1.041,-0.834,-0.679,-0.606,-0.42,-0.223,0.874,0.036,-0.254,-0.337,-0.213,-0.213,-0.182,-0.223,0.077
-1.32,-1.476,-1.3,-1.041,-0.968,-0.761,-0.554,-0.358,-0.389,0.729,-0.058,-0.182,-0.213,-0.171,-0.161,-0.109,-0.047,0.067
-1.32,-1.559,-1.289,-1.072,-0.886,-0.72,-0.503,-0.503,-0.171,0.667,0.025,-0.399,-0.234,-0.109,-0.182,-0.078,0.005,-0.078
-1.31,-1.538,-1.227,-1.062,-0.834,-0.668,-0.544,-0.492,-0.099,0.657,-0.016,-0.296,-0.306,-0.389,-0.244,-0.296,-0.13,0.067
-1.351,-1.496,-1.155,-1.062,-0.793,-0.637,-0.782,-0.472,-0.13,0.636,-0.058,-0.275,-0.358,-0.089,-0.244,-0.234,-0.109,0.118
-1.403,-1.434,-1.165,-1.01,-0.72,-0.668,-0.658,-0.451,-0.42,0.584,0.005,-0.223,-0.254,-0.151,-0.182,-0.12,-0.037,0.16
-1.434,-1.403,-1.238,-1.041,-0.844,-0.751,-0.565,-0.472,-0.151,0.667,-0.151,-0.223,-0.223,-0.244,-0.213,-0.182,-0.016,-0.016
-1.403,-1.414,-1.279,-0.968,-1.0,-0.741,-0.503,-0.554,-0.12,0.729,-0.058,-0.285,-0.275,-0.296,-0.43,-0.223,-0.078,-0.016
-1.351,-1.393,-1.32,-0.989,-0.989,-0.689,-0.554,-0.482,-0.078,0.615,0.005,-0.275,-0.368,-0.275,-0.244,-0.213,-0.12,0.212
-1.331,-1.445,-1.258,-1.0,-0.824,-0.627,-0.658,-0.306,-0.347,0.688,-0.078,-0.306,-0.327,-0.254,-0.109,-0.203,-0.068,0.036
-1.31,-1.507,-1.093,-1.124,-0.834,-0.648,-0.606,-0.472,-0.327,0.75,-0.13,-0.358,-0.254,-0.182,-0.13,-0.14,0.005,0.015
-1.393,-1.548,-1.186,-1.103,-0.824,-0.751,-0.554,-0.513,-0.058,0.636,-0.068,-0.358,-0.337,-0.461,-0.285,-0.016,-0.058,-0.027
-1.372,-1.548,-1.176,-1.155,-1.02,-0.917,-0.534,-0.503,-0.254,0.677,-0.006,-0.213,-0.368,-0.265,-0.275,-0.254,-0.14,-0.006
-1.434,-1.434,-1.217,-0.979,-0.896,-0.689,-0.554,-0.482,-0.223,0.646,-0.182,-0.316,-0.306,-0.151,-0.306,-0.254,-0.078,-0.12
-1.424,-1.445,-1.289,-1.0,-0.886,-0.658,-0.741,-0.42,-0.109,0.615,-0.109,-0.368,-0.254,-0.203,-0.089,-0.078,0.025,0.046
-1.289,-1.362,-1.3,-1.031,-0.803,-0.658,-0.586,-0.461,-0.254,0.677,-0.027,-0.275,-0.006,-0.368,-0.13,-0.244,-0.109,0.139
-1.341,-1.331,-1.3,-1.031,-0.751,-0.668,-0.472,-0.544,-0.182,0.75,-0.006,-0.12,-0.358,-0.285,-0.203,-0.223,-0.068,0.077
