-0.192,-0.782,-0.43,-0.741,-0.534,-0.389,-0.399,-0.244,-0.099
-0.161,-0.772,-0.73,-0.378,-0.503,-0.358,-0.43,-0.285,-0.151
-0.296,-0.71,-0.751,-0.699,-0.71,-0.523,-0.378,-0.306,-0.037
-0.244,-0.648,-0.865,-0.668,-0.544,-0.42,-0.378,-0.161,-0.171
-0.192,-0.803,-0.71,-0.648,-0.513,-0.461,-0.275,-0.223,-0.151
-0.285,-0.844,-0.751,-0.586,-0.472,-0.41,-0.337,-0.223,-0.161
-0.296,-0.886,-0.668,-0.679,-0.596,-0.472,-0.368,-0.327,-0.223
-0.265,-0.72,-0.772,-0.606,-0.73,-0.544,-0.327,-0.171,-0.244
-0.182,-0.751,-0.782,-0.865,-0.534,-0.441,-0.275,-0.244,-0.14
-0.161,-0.741,-0.793,-0.679,-0.513,-0.523,-0.306,-0.182,-0.151
-0.234,-0.834,-0.741,-0.689,-0.472,-0.399,-0.492,-0.306,-0.182
-0.337,-0.865,-0.71,-0.596,-0.689,-0.451,-0.42,-0.378,-0.244
-0.192,-0.71,-0.627,-0.637,-0.751,-0.617,-0.389,-0.203,-0.078
-0.047,-0.648,-0.896,-0.679,-0.523,-0.451,-0.306,-0.316,-0.058
-0.244,-0.617,-0.844,-0.554,-0.492,-0.389,-0.451,-0.368,-0.223
-0.296,-0.793,-0.782,-0.648,-0.451,-0.43,-0.441,-0.254,-0.14
-0.161,-0.844,-0.689,-0.679,-0.648,-0.606,-0.327,-0.171,0.046
-0.151,-0.741,-0.668,-0.72,-0.586,-0.565,-0.368,-0.192,-0.192
-0.285,-0.668,-0.71,-0.844,-0.544,-0.43,-0.358,-0.254,0.015
-0.213,-0.658,-0.855,-0.472,-0.534,-0.358,-0.461,-0.316,-0.13
-0.14,-0.689,-0.761,-0.565,-0.554,-0.358,-0.347,-0.182,-0.223
-0.12,-0.834,-0.699,-0.627,-0.617,-0.544,-0.337,-0.285,-0.182
-0.182,-0.741,-0.699,-0.637,-0.575,-0.451,-0.368,-0.223,-0.213
-0.316,-0.72,-0.741,-0.834,-0.523,-0.399,-0.472,-0.327,-0.13
-0.285,-0.648,-0.927,-0.554,-0.544,-0.42,-0.378,-0.254,-0.047
-0.213,-0.689,-0.906,-0.668,-0.586,-0.565,-0.296,-0.203,-0.161
-0.306,-0.824,-0.844,-0.699,-0.648,-0.461,-0.316,-0.275,-0.275
-0.316,-0.741,-0.668,-0.803,-0.699,-0.41,-0.368,-0.42,-0.151
-0.192,-0.699,-0.699,-0.772,-0.596,-0.482,-0.575,-0.203,-0.13
-0.13,-0.689,-0.844,-0.648,-0.503,-0.472,-0.047,-0.171,-0.234
-0.171,-0.689,-0.834,-0.648,-0.586,-0.554,-0.378,-0.254,-0.068
-0.244,-0.803,-0.72,-0.575,-0.658,-0.451,-0.316,-0.234,-0.099
-0.182,-0.793,-0.71,-0.648,-0.451,-0.389,-0.441,-0.244,-0.213
-0.275,-0.72,-0.793,-0.772,-0.482,-0.306,-0.337,-0.213,-0.13
-0.285,-0.679,-0.782,-0.513,-0.534,-0.461,-0.285,-0.234,-0.192
-0.327,-0.761,-0.606,-0.534,-0.627,-0.534,-0.378,-0.43,-0.12
-0.244,-0.73,-0.772,-0.71,-0.534,-0.42,-0.513,-0.316,-0.089
-0.213,-0.834,-0.741,-0.586,-0.606,-0.378,-0.378,-0.109,-0.171
-0.182,-0.72,-0.813,-0.73,-0.565,-0.43,-0.265,-0.296,-0.254
-0.337,-0.637,-0.772,-0.606,-0.492,-0.544,-0.358,-0.347,-0.254
-0.203,-0.679,-0.865,-0.751,-0.668,-0.43,-0.316,-0.203,-0.027
-0.223,-0.761,-0.834,-0.523,-0.617,-0.482,-0.523,-0.151,-0.13
-0.203,-0.824,-0.875,-0.73,-0.523,-0.503,-0.389,-0.265,-0.12
-0.275,-0.751,-0.772,-0.689,-0.492,-0.513,-0.316,-0.213,-0.13
-0.265,-0.699,-0.772,-0.679,-0.565,-0.503,-0.43,-0.192,-0.099
-0.223,-0.679,-0.751,-0.523,-0.782,-0.399,-0.234,-0.182,-0.109
-0.161,-0.699,-0.948,-0.741,-0.596,-0.42,-0.451,-0.316,-0.161
-0.316,-0.803,-0.741,-0.761,-0.596,-0.441,-0.296,-0.192,-0.058
-0.327,-0.741,-0.689,-0.658,-0.461,-0.554,-0.306,-0.337,0.108
-0.265,-0.689,-0.668,-0.575,-0.606,-0.513,-0.451,-0.234,-0.13
-0.192,-0.699,-0.824,-0.637,-0.617,-0.492,-0.358,-0.192,-0.265
-0.223,-0.72,-0.803,-0.586,-0.565,-0.42,-0.275,-0.316,-0.13
-0.296,-0.658,-0.72,-0.668,-0.554,-0.482,-0.078,-0.316,-0.099
-0.192,-0.772,-0.617,-0.679,-0.617,-0.503,-0.368,-0.223,-0.161
-0.161,-0.71,-0.803,-0.72,-0.534,-0.482,-0.513,-0.265,-0.244
-0.234,-0.689,-0.865,-0.606,-0.648,-0.358,-0.42,-0.337,-0.171
-0.171,-0.72,-0.855,-0.575,-0.565,-0.378,-0.378,-0.316,-0.13
-0.223,-0.761,-0.658,-0.782,-0.41,-0.523,-0.327,-0.296,-0.151
-0.203,-0.824,-0.844,-0.575,-0.554,-0.482,-0.482,-0.151,-0.213
-0.223,-0.803,-0.751,-0.534,-0.637,-0.472,-0.399,-0.285,-0.151
-0.306,-0.72,-0.782,-0.586,-0.648,-0.42,-0.327,-0.327,-0.099
-0.047,-0.679,-0.937,-0.648,-0.492,-0.347,-0.316,-0.203,-0.151
-0.14,-0.772,-0.927,-0.865,-0.482,-0.482,-0.627,-0.182,-0.234
-0.161,-0.803,-0.72,-0.71,-0.254,-0.472,-0.378,-0.151,-0.099
-0.285,-0.73,-0.761,-0.648,-0.679,-0.42,-0.389,-0.337,-0.089
-0.192,-0.648,-0.72,-0.606,-0.679,-0.265,-0.368,-0.244,-0.151
-0.182,-0.689,-0.824,-0.617,-0.523,-0.461,-0.347,-0.099,-0.234
-0.182,-0.761,-0.896,-0.844,-0.627,-0.503,-0.378,-0.296,-0.192
-0.296,-0.886,-0.906,-0.503,-0.534,-0.42,-0.223,-0.296,-0.089
-0.254,-0.71,-0.617,-0.637,-0.658,-0.42,-0.368,-0.275,-0.14
-0.182,-0.617,-0.72,-0.586,-0.451,-0.534,-0.451,-0.203,-0.244
-0.182,-0.679,-0.824,-0.596,-0.554,-0.565,-0.42,-0.223,-0.14
-0.265,-0.699,-0.937,-0.513,-0.513,-0.461,-0.316,-0.275,-0.099
-0.265,-0.761,-0.761,-0.596,-0.503,-0.544,-0.223,-0.306,-0.151
-0.161,-0.575,-0.751,-0.627,-0.565,-0.544,-0.265,-0.171,-0.223
-0.316,-0.72,-0.772,-0.586,-0.544,-0.534,-0.42,-0.161,-0.14
-0.285,-0.668,-0.73,-0.689,-0.492,-0.461,-0.554,-0.161,-0.089
-0.265,-0.751,-0.865,-0.751,-0.513,-0.327,-0.337,-0.296,-0.14
-0.171,-0.782,-0.793,-0.71,-0.689,-0.337,-0.223,-0.078,-0.234
-0.12,-0.855,-0.834,-0.668,-0.627,-0.441,-0.451,-0.192,-0.14
-0.244,-0.71,-0.844,-0.575,-0.534,-0.544,-0.492,-0.327,-0.058
-0.296,-0.637,-0.751,-0.637,-0.482,-0.451,-0.399,-0.399,-0.13
-0.244,-0.679,-0.824,-0.761,-0.513,-0.378,-0.482,-0.244,-0.234
-0.161,-0.782,-0.627,-0.668,-0.668,-0.565,-0.368,-0.182,-0.13
-0.244,-0.782,-0.824,-0.606,-0.606,-0.513,-0.42,-0.275,-0.099
-0.296,-0.668,-0.73,-0.648,-0.575,-0.43,-0.389,-0.316,-0.14
-0.182,-0.71,-0.679,-0.648,-0.544,-0.399,-0.244,-0.151,-0.254
-0.161,-0.71,-0.617,-0.813,-0.565,-0.41,-0.347,-0.161,-0.151
-0.244,-0.834,-0.793,-0.679,-0.627,-0.399,-0.482,-0.161,-0.089
-0.296,-0.834,-0.72,-0.596,-0.741,-0.658,-0.399,-0.265,-0.12
-0.192,-0.648,-0.782,-0.534,-0.575,-0.451,-0.306,-0.306,-0.244
-0.171,-0.668,-0.72,-0.658,-0.254,-0.368,-0.254,-0.161,-0.13
-0.213,-0.689,-0.73,-0.782,-0.627,-0.43,-0.41,-0.234,-0.089
-0.296,-0.772,-0.803,-0.575,-0.668,-0.503,-0.441,-0.389,-0.151
-0.223,-0.679,-0.813,-0.679,-0.554,-0.399,-0.378,-0.389,-0.244
-0.151,-0.751,-0.71,-0.596,-0.482,-0.617,-0.337,-0.213,-0.14
-0.192,-0.606,-0.699,-0.596,-0.544,-0.327,-0.213,-0.203,0.015
-0.285,-0.751,-0.73,-0.72,-0.617,-0.399,-0.492,-0.368,-0.13
-0.213,-0.772,-0.844,-0.668,-0.627,-0.523,-0.358,-0.254,-0.316
-0.151,-0.886,-0.803,-0.648,-0.523,-0.492,-0.285,-0.14,-0.109
-0.192,-0.741,-0.658,-0.565,-0.534,-0.337,-0.399,-0.182,-0.068
-0.296,-0.699,-0.751,-0.596,-0.534,-0.161,-0.41,-0.265,-0.14
-0.244,-0.668,-0.761,-0.699,-0.606,-0.544,-0.43,-0.275,-0.234
-0.161,-0.648,-0.865,-0.71,-0.492,-0.606,-0.368,-0.285,-0.12
-0.171,-0.824,-0.793,-0.544,-0.523,-0.441,-0.234,-0.203,-0.109
-0.316,-0.793,-0.751,-0.606,-0.565,-0.42,-0.347,-0.192,-0.182
-0.213,-0.575,-0.72,-0.741,-0.503,-0.43,-0.461,-0.368,-0.265
-0.171,-0.699,-0.741,-0.741,-0.751,-0.534,-0.41,-0.213,-0.13
-0.182,-0.71,-0.668,-0.73,-0.648,-0.523,-0.316,-0.203,-0.006
-0.42,-0.813,-0.855,-0.72,-0.523,-0.42,-0.316,-0.244,-0.254
-0.254,-0.689,-0.813,-0.71,-0.534,-0.368,-0.441,-0.213,-0.234
-0.182,-0.565,-0.699,-0.575,-0.648,-0.389,-0.358,-0.192,-0.13
-0.182,-0.554,-0.668,-0.751,-0.658,-0.523,-0.285,-0.213,-0.078
-0.327,-0.71,-0.72,-0.679,-0.565,-0.347,-0.265,-0.223,-0.182
-0.151,-0.824,-0.855,-0.699,-0.461,-0.399,-0.244,-0.306,-0.192
-0.203,-0.761,-0.803,-0.554,-0.523,-0.43,-0.648,-0.047,-0.265
-0.171,-0.793,-0.772,-0.658,-0.534,-0.482,-0.316,-0.223,-0.089
-0.265,-0.803,-0.679,-0.627,-0.699,-0.461,-0.275,-0.109,-0.089
-0.285,-0.72,-0.534,-0.844,-0.554,-0.43,-0.327,-0.285,-0.234
-0.203,-0.782,-0.896,-0.71,-0.503,-0.306,-0.41,-0.347,-0.13
-0.182,-0.834,-0.751,-0.761,-0.513,-0.482,-0.306,-0.203,-0.089
-0.234,-0.72,-0.689,-0.617,-0.586,-0.523,-0.337,-0.275,-0.275
-0.296,-0.668,-0.71,-0.741,-0.575,-0.461,-0.358,-0.316,-0.171
-0.347,-0.668,-0.73,-0.72,-0.544,-0.461,-0.472,-0.265,-0.14
-0.265,-0.689,-0.793,-0.658,-0.523,-0.378,-0.451,-0.203,0.005
-0.213,-0.741,-0.875,-0.648,-0.544,-0.472,-0.347,-0.316,-0.14
-0.316,-0.689,-0.855,-0.554,-0.617,-0.451,-0.316,-0.203,-0.244
-0.223,-0.668,-0.679,-0.72,-0.41,-0.441,-0.358,-0.347,-0.14
-0.265,-0.658,-0.71,-0.793,-0.472,-0.389,-0.554,-0.347,-0.078
-0.151,-0.741,-0.741,-0.503,-0.503,-0.472,-0.285,-0.203,-0.171
-0.285,-0.73,-0.865,-0.679,-0.575,-0.523,-0.285,-0.192,-0.182
-0.337,-0.482,-0.782,-0.617,-0.679,-0.451,-0.296,-0.327,-0.109
-0.13,-0.782,-0.813,-0.71,-0.596,-0.41,-0.389,-0.213,-0.099
-0.14,-0.637,-0.71,-0.73,-0.513,-0.378,-0.327,-0.213,-0.13
-0.327,-0.699,-0.751,-0.648,-0.534,-0.534,-0.306,-0.058,-0.13
-0.244,-0.803,-0.834,-0.586,-0.575,-0.523,-0.327,-0.368,-0.13
-0.192,-0.772,-0.772,-0.596,-0.689,-0.42,-0.42,-0.254,-0.047
-0.275,-0.689,-0.699,-0.658,-0.554,-0.42,-0.337,-0.109,-0.213
-0.306,-0.658,-0.772,-0.865,-0.523,-0.441,-0.306,-0.285,-0.006
-0.296,-0.699,-0.72,-0.596,-0.523,-0.554,-0.265,-0.368,-0.13
-0.213,-0.699,-0.813,-0.699,-0.668,-0.472,-0.43,-0.254,-0.089
-0.254,-0.834,-1.062,-0.575,-0.606,-0.41,-0.461,-0.368,-0.161
-0.234,-0.679,-0.761,-0.637,-0.513,-0.43,-0.358,-0.234,-0.234
-0.306,-0.648,-0.751,-0.844,-0.41,-0.503,-0.285,-0.265,-0.099
-0.192,-0.741,-0.699,-0.637,-0.575,-0.523,-0.327,-0.151,-0.12
-0.337,-0.782,-0.803,-0.503,-0.627,-0.441,-0.327,-0.234,-0.13
-0.244,-0.803,-0.751,-0.761,-0.586,-0.399,-0.472,-0.244,-0.244
-0.316,-0.71,-0.689,-0.689,-0.534,-0.441,-0.358,-0.316,-0.151
-0.223,-0.689,-0.71,-0.689,-0.472,-0.534,-0.182,-0.306,-0.099
-0.182,-0.658,-0.741,-0.648,-0.565,-0.378,-0.244,-0.254,-0.14
-0.13,-0.772,-0.782,-0.575,-0.782,-0.41,-0.41,-0.203,-0.234
-0.296,-0.793,-0.855,-0.627,-0.575,-0.441,-0.358,-0.389,-0.12
-0.234,-0.699,-0.855,-0.803,-0.503,-0.513,-0.316,-0.378,0.036
-0.151,-0.679,-0.761,-0.679,-0.503,-0.544,-0.378,-0.327,-0.182
-0.203,-0.72,-0.73,-0.617,-0.586,-0.451,-0.503,-0.265,-0.244
-0.358,-0.73,-0.844,-0.586,-0.668,-0.389,-0.389,-0.182,-0.14
-0.203,-0.554,-0.917,-0.461,-0.544,-0.441,-0.275,-0.296,-0.099
-0.161,-0.741,-0.824,-0.886,-0.482,-0.534,-0.213,-0.265,-0.151
-0.254,-0.689,-0.927,-0.492,-0.482,-0.441,-0.182,-0.244,-0.244
-0.306,-0.689,-0.679,-0.617,-0.606,-0.41,-0.368,-0.285,-0.192
-0.182,-0.761,-0.668,-0.503,-0.617,-0.43,-0.316,-0.358,0.005
-0.285,-0.824,-0.803,-0.637,-0.534,-0.472,-0.337,-0.306,-0.151
-0.182,-0.751,-0.906,-0.699,-0.503,-0.544,-0.358,-0.327,-0.234
-0.275,-0.679,-0.668,-0.658,-0.544,-0.472,-0.327,-0.109,-0.12
-0.244,-0.658,-0.751,-0.772,-0.648,-0.41,-0.368,-0.358,-0.078
-0.171,-0.782,-0.793,-0.741,-0.617,-0.43,-0.192,-0.285,-0.14
-0.285,-0.813,-0.824,-0.793,-0.658,-0.596,-0.482,-0.182,-0.223
-0.41,-0.751,-0.979,-0.772,-0.513,-0.565,-0.472,-0.151,-0.151
-0.099,-0.689,-0.865,-0.658,-0.503,-0.378,-0.378,-0.347,0.025
-0.182,-0.668,-0.596,-0.658,-0.668,-0.399,-0.337,-0.192,-0.12
-0.182,-0.71,-0.772,-0.617,-0.565,-0.441,-0.358,-0.14,-0.213
-0.378,-0.793,-0.741,-0.648,-0.534,-0.575,-0.441,-0.203,-0.109
-0.265,-0.761,-0.865,-0.741,-0.554,-0.482,-0.399,-0.316,-0.078
-0.244,-0.741,-0.793,-0.668,-0.544,-0.42,-0.378,-0.358,-0.14
-0.171,-0.679,-0.648,-0.596,-0.648,-0.441,-0.327,-0.306,-0.213
-0.265,-0.699,-0.741,-0.554,-0.596,-0.575,-0.378,0.046,-0.12
-0.316,-0.772,-0.679,-0.699,-0.492,-0.503,-0.43,-0.254,-0.058
-0.182,-0.782,-0.803,-0.844,-0.586,-0.368,-0.358,-0.296,-0.12
-0.182,-0.72,-0.834,-0.71,-0.668,-0.441,-0.244,-0.12,-0.327
-0.275,-0.586,-0.772,-0.71,-0.627,-0.358,-0.347,-0.161,-0.089
-0.254,-0.679,-0.71,-0.689,-0.523,-0.523,-0.492,-0.42,-0.089
-0.192,-0.761,-0.73,-0.596,-0.451,-0.472,-0.378,-0.234,-0.13
-0.171,-0.803,-0.772,-0.751,-0.554,-0.378,-0.378,-0.099,-0.244
-0.254,-0.71,-0.782,-0.679,-0.71,-0.389,-0.316,-0.275,-0.14
-0.316,-0.689,-0.793,-0.586,-0.637,-0.472,-0.389,-0.203,-0.099
-0.192,-0.71,-0.617,-0.575,-0.534,-0.586,-0.42,-0.265,-0.171
-0.192,-0.73,-0.741,-0.658,-0.451,-0.586,-0.358,-0.265,-0.306
-0.223,-0.855,-0.875,-0.71,-0.554,-0.296,-0.358,-0.182,-0.151
-0.316,-0.741,-0.917,-0.679,-0.627,-0.441,-0.451,-0.171,-0.13
-0.265,-0.679,-0.793,-0.741,-0.648,-0.586,-0.503,-0.296,-0.14
-0.151,-0.689,-0.751,-0.637,-0.596,-0.596,-0.275,-0.213,-0.234
-0.223,-0.782,-0.699,-0.648,-0.648,-0.43,-0.368,-0.068,-0.14
-0.306,-0.937,-0.803,-0.772,-0.554,-0.461,-0.378,-0.275,-0.068
-0.223,-0.741,-0.855,-0.637,-0.637,-0.461,-0.451,-0.378,-0.161
-0.099,-0.72,-0.813,-0.689,-0.534,-0.565,-0.43,-0.203,-0.234
-0.192,-0.689,-0.761,-0.617,-0.513,-0.461,-0.399,-0.12,-0.171
-0.296,-0.72,-0.793,-0.544,-0.492,-0.41,-0.203,-0.068,-0.089
-0.244,-0.813,-0.73,-0.741,-0.689,-0.327,-0.358,-0.254,-0.151
-0.182,-0.761,-0.782,-0.658,-0.658,-0.534,-0.306,-0.316,-0.213
-0.203,-0.668,-0.834,-0.596,-0.565,-0.554,-0.058,-0.171,-0.223
-0.296,-0.71,-0.658,-0.492,-0.492,-0.492,-0.378,-0.109,-0.089
-0.244,-0.761,-0.73,-0.72,-0.554,-0.41,-0.43,-0.285,-0.058
-0.182,-0.793,-0.606,-0.751,-0.596,-0.461,-0.617,-0.285,-0.234
-0.296,-0.803,-0.803,-0.71,-0.627,-0.544,-0.275,-0.213,-0.13
-0.296,-0.71,-0.824,-0.668,-0.544,-0.492,-0.347,-0.151,-0.078
-0.265,-0.668,-0.772,-0.679,-0.461,-0.399,-0.337,-0.316,-0.12
-0.171,-0.71,-0.71,-0.679,-0.658,-0.472,-0.472,-0.316,-0.223
-0.182,-0.741,-0.699,-0.772,-0.637,-0.534,-0.482,-0.037,-0.13
-0.254,-0.741,-0.668,-0.699,-0.534,-0.441,-0.368,-0.192,-0.099
-0.275,-0.782,-0.979,-0.627,-0.554,-0.378,-0.306,-0.378,-0.14
-0.182,-0.648,-0.886,-0.679,-0.534,-0.41,-0.461,-0.265,-0.213
-0.089,-0.689,-0.751,-0.658,-0.554,-0.461,-0.451,0.036,-0.14
-0.265,-0.741,-0.679,-0.782,-0.72,-0.534,-0.451,-0.275,-0.078
-0.296,-0.813,-0.73,-0.761,-0.534,-0.472,-0.337,-0.171,-0.13
-0.203,-0.699,-0.824,-0.679,-0.544,-0.451,-0.347,-0.296,-0.234
-0.203,-0.617,-0.72,-0.565,-0.492,-0.43,-0.378,-0.223,-0.14
-0.192,-0.689,-0.637,-0.627,-0.575,-0.544,-0.337,-0.13,-0.13
-0.306,-0.699,-0.689,-0.751,-0.637,-0.503,-0.234,-0.151,-0.068
-0.213,-0.772,-0.658,-0.41,-0.575,-0.451,-0.285,-0.285,-0.296
-0.161,-0.751,-0.896,-0.627,-0.544,-0.441,-0.441,-0.285,-0.151
-0.347,-0.658,-0.73,-0.627,-0.534,-0.482,-0.544,-0.151,-0.109
-0.306,-0.534,-0.855,-0.544,-0.658,-0.544,-0.234,-0.006,-0.151
-0.223,-0.668,-0.72,-0.72,-0.606,-0.41,-0.296,-0.327,-0.254
-0.151,-0.751,-0.72,-0.699,-0.534,-0.316,-0.368,-0.254,-0.14
-0.254,-0.875,-0.751,-0.554,-0.503,-0.275,-0.358,-0.13,-0.068
-0.306,-0.71,-0.824,-0.42,-0.523,-0.472,-0.389,-0.389,-0.151
-0.192,-0.71,-0.844,-0.617,-0.637,-0.513,-0.285,-0.41,-0.254
-0.182,-0.741,-0.554,-0.575,-0.586,-0.451,-0.358,-0.316,-0.234
-0.12,-0.844,-0.679,-0.751,-0.451,-0.327,-0.472,-0.234,-0.058
-0.316,-0.73,-0.71,-0.575,-0.513,-0.223,-0.316,-0.223,-0.192
-0.244,-0.637,-0.844,-0.534,-0.596,-0.689,-0.43,-0.296,-0.223
-0.213,-0.741,-0.824,-0.71,-0.648,-0.523,-0.337,-0.368,-0.151
-0.223,-0.71,-0.73,-0.73,-0.586,-0.42,-0.472,-0.254,-0.13
-0.306,-0.793,-0.648,-0.948,-0.565,-0.441,-0.41,-0.223,-0.161
-0.244,-0.793,-0.761,-0.679,-0.523,-0.554,-0.358,-0.275,-0.171
-0.047,-0.71,-1.01,-0.596,-0.544,-0.544,-0.275,-0.347,-0.109
-0.171,-0.699,-0.803,-0.658,-0.741,-0.441,-0.337,-0.192,-0.058
-0.358,-0.648,-0.73,-0.761,-0.627,-0.368,-0.41,-0.151,-0.027
-0.223,-0.565,-0.668,-0.751,-0.482,-0.451,-0.368,-0.182,-0.182
-0.171,-0.793,-0.72,-0.575,-0.523,-0.565,-0.285,-0.327,-0.14
-0.171,-0.751,-0.772,-0.565,-0.596,-0.503,-0.368,-0.316,-0.13
-0.285,-0.699,-0.886,-0.627,-0.617,-0.41,-0.254,-0.223,-0.13
-0.182,-0.689,-0.71,-0.617,-0.544,-0.306,-0.378,-0.234,-0.244
-0.192,-0.72,-0.658,-0.72,-0.492,-0.482,-0.337,-0.254,-0.12
-0.161,-0.896,-0.782,-0.544,-0.554,-0.544,-0.285,-0.306,-0.006
-0.244,-0.906,-0.689,-0.606,-0.596,-0.461,-0.316,-0.306,-0.068
-0.275,-0.627,-0.741,-0.803,-0.627,-0.41,-0.451,-0.223,-0.223
-0.027,-0.668,-0.782,-0.793,-0.554,-0.441,-0.347,-0.399,-0.13
-0.171,-0.761,-0.73,-0.699,-0.472,-0.285,-0.285,-0.358,-0.089
-0.234,-0.824,-0.782,-0.689,-0.586,-0.503,-0.378,-0.275,-0.109
-0.42,-0.803,-0.793,-0.71,-0.41,-0.399,-0.461,-0.058,-0.037
-0.182,-0.699,-0.896,-0.689,-0.596,-0.41,-0.358,-0.306,-0.12
-0.161,-0.679,-0.844,-0.617,-0.482,-0.461,-0.316,-0.316,-0.14
-0.192,-0.71,-0.772,-0.606,-0.472,-0.544,-0.378,-0.234,-0.161
-0.296,-0.751,-0.648,-0.565,-0.575,-0.472,-0.378,-0.347,-0.275
-0.265,-0.813,-0.689,-0.544,-0.637,-0.42,-0.358,-0.223,-0.089
-0.151,-0.679,-0.803,-0.72,-0.586,-0.441,-0.254,-0.213,-0.058
-0.203,-0.668,-0.824,-0.761,-0.534,-0.492,-0.213,-0.203,-0.099
-0.358,-0.689,-0.793,-0.679,-0.503,-0.544,-0.378,-0.265,-0.234
-0.265,-0.772,-0.586,-0.648,-0.575,-0.503,-0.43,-0.327,-0.109
