,0
0,0.09185
1,0.196625
2,0.3002
3,0.402125
4,0.503325
5,0.60375
6,0.703575
7,0.802925
8,0.04532367229048231
9,0.05709736706561578
10,0.05996394087454071
11,0.05789386656624942
12,0.052716412184552634
13,0.04529691424713032
14,0.03627030168569265
15,0.02589343709253673
